,matter,q0,q1,q2,q3,q4,q5,q6,q7,q8,citations
112,"[1209.0, 3551.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
113,[4355.0],0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art321', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11343+2006!art33_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art288_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
114,"[4355.0, 3419.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:lei:1990-07-13;8069!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc2']"
115,[7942.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['lei+1026+2003!art14_caput']
116,"[4355.0, 9808.0, 3431.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['federal+lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art171', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art289_par1']"
117,[3370.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc1_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
118,[4355.0],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:constituicao:1988-10-05;1988!art5_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art321', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art105_inc2', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art350', 'lei+10826+2003!art14_caput']"
119,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
120,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art621', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
121,"[10902.0, 3608.0]",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art180_caput', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art40_inc5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art33_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art311_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art40_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art69_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!']"
122,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc2']"
123,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
124,"[3632.0, 5865.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:lei:1997-09-23;9503!art302_par1', 'lei+9503+1997!art302_par1', 'urn:lex:br:federal:lei:1997-09-23;9503!art302', 'lei+9503+1997!art302']"
125,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art244', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2']"
126,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art44', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11343+2006!art33', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+11343+2006!art33_caput', 'lei+8072+1990!art2_par1', 'lei+11343+2006!art40_inc3', 'lei+11343+2006!art35']"
127,[7942.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282', 'lei+12403+2011!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art310', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_inc1_par4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_inc4_par4']"
128,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art129_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
129,[4355.0],0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art244', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art312', 'lei+8069+1990!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313']"
130,"[7928.0, 3416.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art327', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art328', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art310', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art325_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art325_inc1_par1']"
131,[4355.0],0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art70_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
132,[4355.0],0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:lei:1990-07-13;8069!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art244', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2']"
133,[900142.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'lei+11340+2006!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
134,"[4263.0, 3431.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art78', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art76_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art80', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art75']"
135,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"['urn:lex:br:federal:lei:1997-09-23;9503!', 'lei+9503+1997!art306']"
136,"[4355.0, 10949.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art44_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11343+2006!art33', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'lei+11343+2006!art40']"
137,"[4355.0, 10949.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art44_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11343+2006!art33', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+11340+2006!art22', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'lei+11343+2006!art40']"
138,[7928.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art147', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art327', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art328', 'lei+11340+2006!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art93_inc9', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art322', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art326', 'lei+11343+2006!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art325_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art325', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art350', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc2']"
139,"[4355.0, 3633.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art302', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+10826+2003!art16_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'lei+10826+2003!art15_caput']"
140,[7928.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['notfound!art68_inc9']
141,[3533.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art40', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5', 'lei+11343+2006!art33', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art41', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art299', 'lei+9605+1998!art48', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art105_inc2', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art41', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art299_caput']"
142,"[4355.0, 3608.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
143,"[4355.0, 5894.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319_inc9', 'lei+8072+1990!art2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11343+2006!art33', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'lei+11343+2006!art33_par4', 'lei+11343+2006!art33_caput', 'lei+8072+1990!art2_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+11343+2006!art35', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art318']"
144,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
145,"[4355.0, 3419.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art244_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art302', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art304', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art310', 'lei+8069+1990!', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art311']"
146,"[3372.0, 5555.0, 3633.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
147,[4291.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+9605+1998!art40', 'lei+9605+1998!art40_caput', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'lei+9099+1995!art62', 'lei+9605+1998!art46', 'lei+9605+1998!art48', 'lei+9099+1995!art77_par2', 'lei+9099+1995!art66_par1']"
148,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:lei:2002-01-10;10406!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art61', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art65_inc3']"
149,[4310.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
150,"[3419.0, 3632.0]",0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+9503+1997!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art306', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2']"
151,"[3372.0, 10949.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'lei+11340+2006!art7_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art581_inc4', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
152,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
153,[4310.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art659', 'lei+11340+2006!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art68_inc9', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art147_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art129_par9']"
154,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
155,"[5555.0, 3372.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art93_inc9', 'lei+7209+1984!art29', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2']"
156,[11228.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1969-10-21;1002!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art209_caput', 'urn:lex:br:federal:decreto.lei:1969-10-21;1001!art72', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art217']"
157,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
158,"[5566.0, 3637.0, 10950.0]",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,"['lei+8090+1990!', 'lei+8069+1990!art386_inc7', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art244', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art156', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'lei+8069+1990!', 'lei+9099+1995!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art89_par5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2', 'lei+8069+1990!art244']"
159,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"['urn:lex:br:federal:lei:1997-09-23;9503!art306', 'urn:lex:br:federal:lei:1997-09-23;9503!art6', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art6', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art156']"
160,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+10826+2003!art14', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
161,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art475_par1', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3']"
162,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art33_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
163,[4272.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11340+2006!art28', 'lei+11340+2006!art33_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art41', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art395']"
164,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
165,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art68_inc9', 'lei+11343+2006!art35_caput', 'lei+11343+2006!art44', 'lei+11343+2006!art2_inc2']"
166,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_par6', 'lei+12403+2011!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art5', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_par4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_inc1_par4']"
167,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc2_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2']"
168,[3580.0],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art311', 'lei+12850+2013!art2_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312_par4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art344_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_par4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art71', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'lei+12850+2013!art180_par1', 'lei+12850+2013!art297']"
169,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art44', 'lei+8072+1990!art2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11343+2006!art33', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+11343+2006!art33_caput', 'lei+12403+2011!', 'lei+11343+2006!art40_inc5']"
170,"[4355.0, 3614.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+12850+2013!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art180_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art310_par1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art171', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art7', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art69', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art297', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art299', 'urn:lex:br:federal:lei:1973-01-11;5869!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art298', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art171_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art2_par3']"
